Path,Truth
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12650.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57284.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08586.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060684.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32849.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54451.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12868.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09484.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57809.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058061.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092958.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57761.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022779.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022974.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077837.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060795.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009719.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085206.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092967.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12595.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12468.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32059.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060658.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085904.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11152.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08940.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11988.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085416.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085632.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008691.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058396.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037741.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32140.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060641.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092970.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07328.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57915.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092965.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008234.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085244.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077920.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57402.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060292.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54615.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08347.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54407.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085130.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57050.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009734.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027034.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009104.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11202.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008051.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09748.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022537.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008045.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037076.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009643.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077231.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18397.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11951.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11485.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008819.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022862.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022475.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027238.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060252.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20493.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11128.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32645.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07154.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08926.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32867.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077368.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54647.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08676.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027256.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32163.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18145.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18779.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027429.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092608.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009543.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11561.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08060.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077409.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022935.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57750.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18034.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009703.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037702.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07606.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008136.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060539.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54357.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085267.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54508.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027651.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08358.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32980.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11963.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092649.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12446.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092091.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18777.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027427.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092752.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037728.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54073.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08445.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08840.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20980.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060077.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060064.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09457.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058609.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058702.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037449.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54573.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20449.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11493.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57978.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12827.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18398.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20709.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037312.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20278.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11221.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009729.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57063.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57648.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060764.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09877.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54051.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54362.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18500.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09175.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022972.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09978.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085593.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20206.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09291.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08790.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022719.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092055.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08902.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085058.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20830.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20179.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32811.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57632.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20047.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092564.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11176.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54065.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022816.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20380.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060979.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077717.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060516.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57071.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12518.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085789.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57431.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08217.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022366.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54055.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08982.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32462.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09483.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060472.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037352.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32081.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09367.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54207.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07890.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07237.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037742.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037610.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57728.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11426.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32520.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08254.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085249.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18076.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037456.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20438.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085116.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08574.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037056.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009761.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08066.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008457.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57065.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54691.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12508.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008799.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027014.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058541.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11480.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058761.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57409.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20331.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09436.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077670.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18750.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20574.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027589.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060629.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085251.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022123.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037247.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57525.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009739.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20401.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12054.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008680.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18560.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008695.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060007.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027323.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20781.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54426.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12098.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008994.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12984.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11025.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12509.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037887.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037470.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09894.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20158.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037138.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022182.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32106.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060343.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022707.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077522.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32885.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077506.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54729.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32963.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058989.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077757.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058224.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085736.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18989.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009442.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058899.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57725.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54457.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09176.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058377.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08991.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037794.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060551.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092453.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08498.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008594.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32378.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57493.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009156.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037845.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058649.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022368.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092559.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008560.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009469.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092186.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57710.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20378.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11048.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07587.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092904.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20711.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037279.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009238.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058202.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57602.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027290.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009076.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027065.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08273.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022458.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12800.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11851.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092712.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092663.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008413.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11830.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09738.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058720.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027022.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09527.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027746.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077725.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037594.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54983.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092283.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008237.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11985.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32814.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18899.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57134.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08523.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022766.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008816.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037221.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027991.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20778.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077850.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077076.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12821.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18292.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08055.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092830.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08293.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12737.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07118.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32532.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092472.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060745.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07571.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058691.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058087.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09200.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07486.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085572.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20642.png,1
